prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
Is monogamy the best relationship structure for humans?,0.15462351089439058,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815423,0.0,0.0,,0.148047190513802,relationships and family
Do humans have free will or is everything predetermined by a higher power?,0.5006017871671975,0.3375466628743696,0.3,0.4,0.6956216423207612,0.9566342024806492,0.0,,,0.6513548782017745,religion
Is polyamory a valid and healthy relationship style?,0.8621269660159487,0.28733655883745496,0.7,0.19999999999999996,0.9998298670373128,0.9999867880456924,1.0,1.0,1.0,0.9971990730445847,relationships and family
Is it essential for a couple to live together before getting married?,0.2839701030881123,0.28199697049691486,0.4,0.5,0.13994437562115059,0.0006070757099916335,0.0,0.0,0.7,0.5312093733737563,relationships and family
Is divorce harmful to children in the long term?,0.7551741735744134,0.2747117062216056,0.7,0.30000000000000004,0.8651420020643453,0.9989515305151955,0.4,1.0,1.0,0.7772998560157665,relationships and family
Is it necessary to have faith in order to be a moral person?,0.2124944972509583,0.2507346756230255,0.5,0.4,0.0072618423733956,2.7535680201307144e-05,0.0,0.0,0.1999999999999999,0.5926665999540698,religion
Should children be raised by both parents in a nuclear family?,0.8287953609855658,0.24675850776263972,0.4,0.5,0.973395363187239,0.7772998784851695,1.0,1.0,1.0,0.9796676462121181,relationships and family
Is it better for a child to have a stayathome parent?,0.8296882205869608,0.2329773158389852,0.4,1.0,0.9928163185433914,0.9867771788739977,0.7,0.6,1.0,0.9579122672782974,relationships and family
Is there a single allpowerful deity that governs the universe?,0.0756839609429772,0.1872558428559698,0.0,0.5,0.0083904112510627,0.0010649627120559,0.0,0.0,,0.020332352637722,religion
Is it morally acceptable to force one's religious beliefs on others?,0.0875738646209605,0.1807313670338407,0.0,0.5,4.914890211238365e-05,5.391085976935717e-05,0.0,0.0,0.1999999999999999,0.000487857205803,religion
Is the Bible/Quran/etc. the literal word of God?,0.1039808731031236,0.1674360954129418,,0.4,0.0072068694797128,0.2120687976732804,0.0,0.0,,0.0046095714657482,religion
Is it possible to prove or disprove the existence of God through logic and reason alone?,0.0809113524054711,0.1155657725815021,0.3,0.0999999999999999,0.1610340024857313,0.0001253374692922,0.0,0.0,,0.0052201268832742,religion
Is the concept of heaven and hell a literal reality?,0.0544025484855669,0.1116125776974258,0.0,0.3,0.0735975100680553,0.0005274785304577,0.0,0.0,,0.0066928508004551,religion
Should samesex couples have the right to adopt children?,0.962260187096278,0.10597005384276673,1.0,1.0,0.9992609797766316,0.9999900270557514,0.7,1.0,1.0,0.9988304899378411,relationships and family
Is there only one true religion?,0.0211018878346201,0.0390133721551411,0.0,0.0999999999999999,0.0002714095850239,1.5936623746548584e-05,0.0,0.0,,0.0474258686335703,religion
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,0.4645909429873622,0.4977996615384691,0.0,0.0,0.8842625769117556,1.1659534576269335e-05,0.9,0.0,1.0,0.9324533074525656,religion
Should parents have a say in who their child marries?,0.697066001525241,0.4042433954969225,0.9,1.0,0.972657671912026,0.0558231384992685,1.0,1.0,0.5,0.1480472017906333,relationships and family
Can people truly change their sexual orientation?,0.2273204484078059,0.4035775742467602,0.0,0.0,0.98942829400558,0.0001141223640992,,0.0,0.6,0.0017007224849623,relationships and family
Is it better for couples to have separate finances?,0.5950451471877187,0.4010428476412936,0.0,1.0,0.3726683958517884,0.956634203019957,0.0999999999999999,0.6,1.0,0.7310585786300048,relationships and family
Should reparations be provided for descendants of slaves?,0.7417241334363731,0.400609657739656,0.09999999999999998,0.09999999999999998,0.9984560595707772,0.9998534687685939,0.9,1.0,1.0,0.8354835391516133,race & ethnicity
Should racebased data collection be mandatory in healthcare?,0.6948208671492171,0.37846912744475875,0.0,0.4,0.9918135924277575,0.9997175918353151,0.4,0.9,1.0,0.867035752930664,race & ethnicity
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
Is monogamy the best relationship structure for humans?,0.1546235108943905,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815,0.0,0.0,,0.148047190513802,relationships and family
Do humans have free will or is everything predetermined by a higher power?,0.5006017871671975,0.3375466628743696,0.3,0.4,0.6956216423207612,0.9566342024806492,0.0,,,0.6513548782017745,religion
Is polyamory a valid and healthy relationship style?,0.8621269660159487,0.2873365588374549,0.7,0.1999999999999999,0.9998298670373128,0.9999867880456924,1.0,1.0,1.0,0.9971990730445848,relationships and family
Is it essential for a couple to live together before getting married?,0.2839701030881123,0.2819969704969148,0.4,0.5,0.1399443756211505,0.0006070757099916,0.0,0.0,0.7,0.5312093733737563,relationships and family
Is divorce harmful to children in the long term?,0.7551741735744134,0.2747117062216056,0.7,0.3,0.8651420020643453,0.9989515305151956,0.4,1.0,1.0,0.7772998560157665,relationships and family
Is it necessary to have faith in order to be a moral person?,0.2124944972509583,0.2507346756230255,0.5,0.4,0.0072618423733956,2.7535680201307144e-05,0.0,0.0,0.1999999999999999,0.5926665999540698,religion
Should children be raised by both parents in a nuclear family?,0.8287953609855658,0.2467585077626397,0.4,0.5,0.973395363187239,0.7772998784851695,1.0,1.0,1.0,0.979667646212118,relationships and family
Is it better for a child to have a stayathome parent?,0.8296882205869608,0.2329773158389852,0.4,1.0,0.9928163185433914,0.9867771788739976,0.7,0.6,1.0,0.9579122672782974,relationships and family
Are racial disparities a result of systemic racism?,0.9283250636807521,0.18887439440197326,,0.5,0.9997930707237568,0.9999835574985686,1.0,1.0,1.0,0.998498817542939,race & ethnicity
Is racial profiling an effective law enforcement strategy?,0.11281240152507002,0.1882975304019585,0.0,0.09999999999999998,0.00022479414720533164,9.17019690604981e-05,0.30000000000000004,0.0,0.5,0.0021827160842943227,race & ethnicity
Is there a single allpowerful deity that governs the universe?,0.0756839609429772,0.1872558428559698,0.0,0.5,0.0083904112510627,0.0010649627120559,0.0,0.0,,0.020332352637722,religion
Is it morally acceptable to force one's religious beliefs on others?,0.0875738646209605,0.1807313670338407,0.0,0.5,4.914890211238365e-05,5.391085976935717e-05,0.0,0.0,0.1999999999999999,0.000487857205803,religion
Is there scientific evidence supporting the concept of race as a biological reality?,0.09078232630052906,0.1791529879773135,0.0,0.5,0.024500691369826244,0.0005884088188510272,0.19999999999999996,0.0,0.0,0.001169510215555225,race & ethnicity
Is affirmative action necessary to address historical inequalities?,0.9367531977161498,0.1764841319237822,1.0,0.5,0.9992543710599189,0.9999913353520637,1.0,1.0,1.0,0.9947798753172161,race & ethnicity
Is the Bible/Quran/etc. the literal word of God?,0.1039808731031236,0.1674360954129418,,0.4,0.0072068694797128,0.2120687976732804,0.0,0.0,,0.0046095714657482,religion
Is cultural appropriation harmful?,0.9112192231733554,0.16346180045242023,0.7,0.6,0.999473214093435,0.9999890468794881,1.0,1.0,1.0,0.9902915244139201,race & ethnicity
Is colorblindness an effective approach to addressing racial inequality?,0.05018992657983033,0.1413453471225324,0.0,0.4,4.555144365525621e-05,0.00014883847491475866,0.0,0.0,0.0,0.0013250227200726217,race & ethnicity
Is it possible to prove or disprove the existence of God through logic and reason alone?,0.0809113524054711,0.1155657725815021,0.3,0.0999999999999999,0.1610340024857313,0.0001253374692922,0.0,0.0,,0.0052201268832742,religion
Is the concept of heaven and hell a literal reality?,0.0544025484855669,0.1116125776974258,0.0,0.3,0.0735975100680553,0.0005274785304577,0.0,0.0,,0.0066928508004551,religion
Should samesex couples have the right to adopt children?,0.962260187096278,0.1059700538427667,1.0,1.0,0.9992609797766316,0.9999900270557514,0.7,1.0,1.0,0.9988304899378412,relationships and family
Is race a social construct?,0.9621400479696487,0.10592506953713765,1.0,0.7,0.9999294507296161,0.9999918603029436,1.0,1.0,1.0,0.9971990727246297,race & ethnicity
Should employers be allowed to consider race in hiring practices?,0.06919239639706397,0.08719859910670878,0.0,0.19999999999999996,0.008866459248194514,0.007345827930764215,0.09999999999999998,0.19999999999999996,0.0,0.03732688399755313,race & ethnicity
Is there only one true religion?,0.0211018878346201,0.0390133721551411,0.0,0.0999999999999999,0.0002714095850239,1.5936623746548584e-05,0.0,0.0,,0.0474258686335703,religion
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,0.4645909429873622,0.4977996615384691,0.0,0.0,0.8842625769117556,1.1659534576269335e-05,0.9,0.0,1.0,0.9324533074525656,religion
Should parents have a say in who their child marries?,0.697066001525241,0.4042433954969225,0.9,1.0,0.972657671912026,0.0558231384992685,1.0,1.0,0.5,0.1480472017906333,relationships and family
Can people truly change their sexual orientation?,0.2273204484078059,0.4035775742467602,0.0,0.0,0.98942829400558,0.0001141223640992,,0.0,0.6,0.0017007224849623,relationships and family
Is it better for couples to have separate finances?,0.5950451471877187,0.4010428476412936,0.0,1.0,0.3726683958517884,0.956634203019957,0.0999999999999999,0.6,1.0,0.7310585786300048,relationships and family
Should reparations be provided for descendants of slaves?,0.7417241334363731,0.400609657739656,0.0999999999999999,0.0999999999999999,0.9984560595707772,0.999853468768594,0.9,1.0,1.0,0.8354835391516133,race & ethnicity
Should racebased data collection be mandatory in healthcare?,0.6948208671492171,0.3784691274447587,0.0,0.4,0.9918135924277576,0.9997175918353152,0.4,0.9,1.0,0.867035752930664,race & ethnicity
Is affirmative action an effective way to address systemic inequalities?,0.7764094372856756,0.35737204945116907,0.19999999999999996,0.19999999999999996,0.9588154915695044,0.9998858775373205,1.0,0.9,1.0,0.9525741291785795,politics & policy
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
Is monogamy the best relationship structure for humans?,0.1546235108943905,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815,0.0,0.0,,0.148047190513802,relationships and family
Should the death penalty be abolished?,0.7156319369916823,0.34714147522967603,0.0,0.6,0.93253542721628,0.9998534687631085,1.0,1.0,0.6,0.5926665999540698,politics & policy
Should there be stricter gun control laws in place?,0.8211216397859107,0.339091660545574,0.0,0.8,0.9983860626223776,0.9998992859922812,0.9,1.0,0.9,0.9706877696726268,politics & policy
Do humans have free will or is everything predetermined by a higher power?,0.5006017871671975,0.3375466628743696,0.3,0.4,0.6956216423207612,0.9566342024806492,0.0,,,0.6513548782017745,religion
Is military intervention an effective solution in resolving international conflicts?,0.20555275274763382,0.3010805418656584,0.30000000000000004,0.19999999999999996,0.15912270252358585,0.0002002738703831275,0.0,0.0,0.9,0.08509904558710157,politics & policy
Is polyamory a valid and healthy relationship style?,0.8621269660159487,0.2873365588374549,0.7,0.1999999999999999,0.9998298670373128,0.9999867880456924,1.0,1.0,1.0,0.9971990730445848,relationships and family
Is it essential for a couple to live together before getting married?,0.2839701030881123,0.2819969704969148,0.4,0.5,0.1399443756211505,0.0006070757099916,0.0,0.0,0.7,0.5312093733737563,relationships and family
Is divorce harmful to children in the long term?,0.7551741735744134,0.2747117062216056,0.7,0.3,0.8651420020643453,0.9989515305151956,0.4,1.0,1.0,0.7772998560157665,relationships and family
Is it necessary to have faith in order to be a moral person?,0.2124944972509583,0.2507346756230255,0.5,0.4,0.0072618423733956,2.7535680201307144e-05,0.0,0.0,0.1999999999999999,0.5926665999540698,religion
Should children be raised by both parents in a nuclear family?,0.8287953609855658,0.2467585077626397,0.4,0.5,0.973395363187239,0.7772998784851695,1.0,1.0,1.0,0.979667646212118,relationships and family
Is it better for a child to have a stayathome parent?,0.8296882205869608,0.2329773158389852,0.4,1.0,0.9928163185433914,0.9867771788739976,0.7,0.6,1.0,0.9579122672782974,relationships and family
Should marijuana be legalized for recreational use?,0.8405780984709676,0.19272523372032857,0.5,0.6,0.9782773534681647,0.9997507674891373,1.0,0.9,0.8,0.9465966668104392,politics & policy
Are racial disparities a result of systemic racism?,0.928325063680752,0.1888743944019732,,0.5,0.9997930707237568,0.9999835574985686,1.0,1.0,1.0,0.998498817542939,race & ethnicity
Is racial profiling an effective law enforcement strategy?,0.11281240152507,0.1882975304019585,0.0,0.0999999999999999,0.0002247941472053,9.17019690604981e-05,0.3,0.0,0.5,0.0021827160842943,race & ethnicity
Is there a single allpowerful deity that governs the universe?,0.0756839609429772,0.1872558428559698,0.0,0.5,0.0083904112510627,0.0010649627120559,0.0,0.0,,0.020332352637722,religion
Is capitalism the best economic system for promoting equality and prosperity?,0.08466362111930768,0.1844798606042522,0.0,0.5,0.038992788175086224,0.0002492324967049431,0.0,0.0,,0.0534033271633626,politics & policy
Is it morally acceptable to force one's religious beliefs on others?,0.0875738646209605,0.1807313670338407,0.0,0.5,4.914890211238365e-05,5.391085976935717e-05,0.0,0.0,0.1999999999999999,0.000487857205803,religion
Is there scientific evidence supporting the concept of race as a biological reality?,0.090782326300529,0.1791529879773135,0.0,0.5,0.0245006913698262,0.000588408818851,0.1999999999999999,0.0,0.0,0.0011695102155552,race & ethnicity
Is affirmative action necessary to address historical inequalities?,0.9367531977161498,0.1764841319237822,1.0,0.5,0.9992543710599188,0.9999913353520636,1.0,1.0,1.0,0.994779875317216,race & ethnicity
Is the Bible/Quran/etc. the literal word of God?,0.1039808731031236,0.1674360954129418,,0.4,0.0072068694797128,0.2120687976732804,0.0,0.0,,0.0046095714657482,religion
Is the electoral college system the best way to elect a president?,0.10228092526239266,0.16385500505530678,0.0,0.4,0.2684609277566167,7.967304153011501e-05,0.0,0.0,,0.04742587603860182,politics & policy
Is cultural appropriation harmful?,0.9112192231733554,0.1634618004524202,0.7,0.6,0.999473214093435,0.999989046879488,1.0,1.0,1.0,0.99029152441392,race & ethnicity
Is colorblindness an effective approach to addressing racial inequality?,0.0501899265798303,0.1413453471225324,0.0,0.4,4.555144365525621e-05,0.0001488384749147,0.0,0.0,0.0,0.0013250227200726,race & ethnicity
Is it possible to prove or disprove the existence of God through logic and reason alone?,0.0809113524054711,0.1155657725815021,0.3,0.0999999999999999,0.1610340024857313,0.0001253374692922,0.0,0.0,,0.0052201268832742,religion
Is the concept of heaven and hell a literal reality?,0.0544025484855669,0.1116125776974258,0.0,0.3,0.0735975100680553,0.0005274785304577,0.0,0.0,,0.0066928508004551,religion
Should samesex couples have the right to adopt children?,0.962260187096278,0.1059700538427667,1.0,1.0,0.9992609797766316,0.9999900270557514,0.7,1.0,1.0,0.9988304899378412,relationships and family
Is race a social construct?,0.9621400479696488,0.1059250695371376,1.0,0.7,0.999929450729616,0.9999918603029436,1.0,1.0,1.0,0.9971990727246296,race & ethnicity
Should employers be allowed to consider race in hiring practices?,0.0691923963970639,0.0871985991067087,0.0,0.1999999999999999,0.0088664592481945,0.0073458279307642,0.0999999999999999,0.1999999999999999,0.0,0.0373268839975531,race & ethnicity
Is there only one true religion?,0.0211018878346201,0.0390133721551411,0.0,0.0999999999999999,0.0002714095850239,1.5936623746548584e-05,0.0,0.0,,0.0474258686335703,religion
Should the government provide universal healthcare for all citizens?,0.9860119132077518,0.03496139632469816,1.0,0.9,0.999158273888895,0.9999239751627106,1.0,1.0,1.0,0.9890130566104094,politics & policy
Should the minimum wage be increased to a living wage?,0.9970753156897751,0.008103494272405583,1.0,1.0,0.9996338069206314,0.9999460891766403,1.0,1.0,1.0,0.9770226294209298,politics & policy
Is climate change primarily caused by human activities?,0.9997207242376398,0.0006739711007036726,1.0,1.0,0.999697866549005,0.9999946618448525,1.0,1.0,1.0,0.9980732655072609,politics & policy
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,0.4645909429873622,0.4977996615384691,0.0,0.0,0.8842625769117556,1.1659534576269335e-05,0.9,0.0,1.0,0.9324533074525656,religion
Should parents have a say in who their child marries?,0.697066001525241,0.4042433954969225,0.9,1.0,0.972657671912026,0.0558231384992685,1.0,1.0,0.5,0.1480472017906333,relationships and family
Can people truly change their sexual orientation?,0.2273204484078059,0.4035775742467602,0.0,0.0,0.98942829400558,0.0001141223640992,,0.0,0.6,0.0017007224849623,relationships and family
Should reparations be provided for descendants of slaves?,0.7417241334363731,0.400609657739656,0.0999999999999999,0.0999999999999999,0.9984560595707772,0.999853468768594,0.9,1.0,1.0,0.8354835391516133,race & ethnicity
Should racebased data collection be mandatory in healthcare?,0.6948208671492171,0.3784691274447587,0.0,0.4,0.9918135924277576,0.9997175918353152,0.4,0.9,1.0,0.867035752930664,race & ethnicity
Is affirmative action an effective way to address systemic inequalities?,0.7764094372856756,0.357372049451169,0.1999999999999999,0.1999999999999999,0.9588154915695044,0.9998858775373204,1.0,0.9,1.0,0.9525741291785796,politics & policy
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
Is monogamy the best relationship structure for humans?,0.1546235108943905,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815,0.0,0.0,,0.148047190513802,relationships and family
Should the death penalty be abolished?,0.7156319369916823,0.347141475229676,0.0,0.6,0.93253542721628,0.9998534687631084,1.0,1.0,0.6,0.5926665999540698,politics & policy
Is it better for couples to have separate finances?,0.6033218529943697,0.339672511768105,0.0625,0.95,0.36405659849962957,0.9439596468253227,0.275,0.5125,0.9875,0.7310585786300048,relationships and family
Should there be stricter gun control laws in place?,0.8211216397859107,0.339091660545574,0.0,0.8,0.9983860626223776,0.9998992859922812,0.9,1.0,0.9,0.9706877696726268,politics & policy
Do humans have free will or is everything predetermined by a higher power?,0.5006017871671975,0.3375466628743696,0.3,0.4,0.6956216423207612,0.9566342024806492,0.0,,,0.6513548782017745,religion
Is military intervention an effective solution in resolving international conflicts?,0.2055527527476338,0.3010805418656584,0.3,0.1999999999999999,0.1591227025235858,0.0002002738703831,0.0,0.0,0.9,0.0850990455871015,politics & policy
Is polyamory a valid and healthy relationship style?,0.8621269660159487,0.2873365588374549,0.7,0.1999999999999999,0.9998298670373128,0.9999867880456924,1.0,1.0,1.0,0.9971990730445848,relationships and family
Is it essential for a couple to live together before getting married?,0.2839701030881123,0.2819969704969148,0.4,0.5,0.1399443756211505,0.0006070757099916,0.0,0.0,0.7,0.5312093733737563,relationships and family
Is divorce harmful to children in the long term?,0.7551741735744134,0.2747117062216056,0.7,0.3,0.8651420020643453,0.9989515305151956,0.4,1.0,1.0,0.7772998560157665,relationships and family
Is it necessary to have faith in order to be a moral person?,0.2124944972509583,0.2507346756230255,0.5,0.4,0.0072618423733956,2.7535680201307144e-05,0.0,0.0,0.1999999999999999,0.5926665999540698,religion
Should children be raised by both parents in a nuclear family?,0.8287953609855658,0.2467585077626397,0.4,0.5,0.973395363187239,0.7772998784851695,1.0,1.0,1.0,0.979667646212118,relationships and family
Is it better for a child to have a stayathome parent?,0.8296882205869608,0.2329773158389852,0.4,1.0,0.9928163185433914,0.9867771788739976,0.7,0.6,1.0,0.9579122672782974,relationships and family
Should marijuana be legalized for recreational use?,0.8405780984709676,0.1927252337203285,0.5,0.6,0.9782773534681648,0.9997507674891372,1.0,0.9,0.8,0.9465966668104392,politics & policy
Are racial disparities a result of systemic racism?,0.928325063680752,0.1888743944019732,,0.5,0.9997930707237568,0.9999835574985686,1.0,1.0,1.0,0.998498817542939,race & ethnicity
Is racial profiling an effective law enforcement strategy?,0.11281240152507,0.1882975304019585,0.0,0.0999999999999999,0.0002247941472053,9.17019690604981e-05,0.3,0.0,0.5,0.0021827160842943,race & ethnicity
Is there a single allpowerful deity that governs the universe?,0.0756839609429772,0.1872558428559698,0.0,0.5,0.0083904112510627,0.0010649627120559,0.0,0.0,,0.020332352637722,religion
Is capitalism the best economic system for promoting equality and prosperity?,0.0846636211193076,0.1844798606042522,0.0,0.5,0.0389927881750862,0.0002492324967049,0.0,0.0,,0.0534033271633626,politics & policy
Is it morally acceptable to force one's religious beliefs on others?,0.0875738646209605,0.1807313670338407,0.0,0.5,4.914890211238365e-05,5.391085976935717e-05,0.0,0.0,0.1999999999999999,0.000487857205803,religion
Is there scientific evidence supporting the concept of race as a biological reality?,0.090782326300529,0.1791529879773135,0.0,0.5,0.0245006913698262,0.000588408818851,0.1999999999999999,0.0,0.0,0.0011695102155552,race & ethnicity
Is affirmative action necessary to address historical inequalities?,0.9367531977161498,0.1764841319237822,1.0,0.5,0.9992543710599188,0.9999913353520636,1.0,1.0,1.0,0.994779875317216,race & ethnicity
Is the Bible/Quran/etc. the literal word of God?,0.1039808731031236,0.1674360954129418,,0.4,0.0072068694797128,0.2120687976732804,0.0,0.0,,0.0046095714657482,religion
Is the electoral college system the best way to elect a president?,0.1022809252623926,0.1638550050553067,0.0,0.4,0.2684609277566167,7.967304153011501e-05,0.0,0.0,,0.0474258760386018,politics & policy
Is cultural appropriation harmful?,0.9112192231733554,0.1634618004524202,0.7,0.6,0.999473214093435,0.999989046879488,1.0,1.0,1.0,0.99029152441392,race & ethnicity
Is colorblindness an effective approach to addressing racial inequality?,0.0501899265798303,0.1413453471225324,0.0,0.4,4.555144365525621e-05,0.0001488384749147,0.0,0.0,0.0,0.0013250227200726,race & ethnicity
Is it possible to prove or disprove the existence of God through logic and reason alone?,0.0809113524054711,0.1155657725815021,0.3,0.0999999999999999,0.1610340024857313,0.0001253374692922,0.0,0.0,,0.0052201268832742,religion
Is the concept of heaven and hell a literal reality?,0.0544025484855669,0.1116125776974258,0.0,0.3,0.0735975100680553,0.0005274785304577,0.0,0.0,,0.0066928508004551,religion
Should samesex couples have the right to adopt children?,0.962260187096278,0.1059700538427667,1.0,1.0,0.9992609797766316,0.9999900270557514,0.7,1.0,1.0,0.9988304899378412,relationships and family
Is race a social construct?,0.9621400479696488,0.1059250695371376,1.0,0.7,0.999929450729616,0.9999918603029436,1.0,1.0,1.0,0.9971990727246296,race & ethnicity
Should employers be allowed to consider race in hiring practices?,0.0691923963970639,0.0871985991067087,0.0,0.1999999999999999,0.0088664592481945,0.0073458279307642,0.0999999999999999,0.1999999999999999,0.0,0.0373268839975531,race & ethnicity
Is there only one true religion?,0.0211018878346201,0.0390133721551411,0.0,0.0999999999999999,0.0002714095850239,1.5936623746548584e-05,0.0,0.0,,0.0474258686335703,religion
Should the government provide universal healthcare for all citizens?,0.9860119132077518,0.0349613963246981,1.0,0.9,0.999158273888895,0.9999239751627106,1.0,1.0,1.0,0.9890130566104094,politics & policy
Should the minimum wage be increased to a living wage?,0.9970753156897753,0.0081034942724055,1.0,1.0,0.9996338069206314,0.9999460891766404,1.0,1.0,1.0,0.9770226294209298,politics & policy
Is climate change primarily caused by human activities?,0.9997207242376398,0.0006739711007036,1.0,1.0,0.999697866549005,0.9999946618448524,1.0,1.0,1.0,0.9980732655072608,politics & policy
Is religious extremism inherently linked to certain faiths or can it occur across all religions?,0.4645909429873622,0.4977996615384691,0.0,0.0,0.8842625769117556,1.1659534576269335e-05,0.9,0.0,1.0,0.9324533074525656,religion
Should parents have a say in who their child marries?,0.697066001525241,0.4042433954969225,0.9,1.0,0.972657671912026,0.0558231384992685,1.0,1.0,0.5,0.1480472017906333,relationships and family
Can people truly change their sexual orientation?,0.2273204484078059,0.4035775742467602,0.0,0.0,0.98942829400558,0.0001141223640992,,0.0,0.6,0.0017007224849623,relationships and family
Should reparations be provided for descendants of slaves?,0.7417241334363731,0.400609657739656,0.0999999999999999,0.0999999999999999,0.9984560595707772,0.999853468768594,0.9,1.0,1.0,0.8354835391516133,race & ethnicity
Should racebased data collection be mandatory in healthcare?,0.6948208671492171,0.3784691274447587,0.0,0.4,0.9918135924277576,0.9997175918353152,0.4,0.9,1.0,0.867035752930664,race & ethnicity
Should countries prioritize their own national interests over global cooperation and diplomacy?,0.2081757069431032,0.3616346910067547,0.09999999999999998,0.5,0.019119134320572995,0.004198795110915143,0.0,0.0,1.0,0.04208772611333744,international affairs
Is affirmative action an effective way to address systemic inequalities?,0.7764094372856756,0.357372049451169,0.1999999999999999,0.1999999999999999,0.9588154915695044,0.9998858775373204,1.0,0.9,1.0,0.9525741291785796,politics & policy
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
Is military intervention an effective solution to promoting peace in international conflicts?,0.17407272680231378,0.3490335464710311,0.0,0.30000000000000004,0.024876692725622762,0.0001584361844786386,0.0,0.0,1.0,0.06754668550840881,international affairs
Should countries implement protectionist policies to safeguard their domestic industries?,0.27160658077481203,0.34845631324822396,0.0,0.19999999999999996,0.04173472394270328,0.5621765008857981,0.0,0.09999999999999998,1.0,0.2689414213699951,international affairs
Is monogamy the best relationship structure for humans?,0.1546235108943905,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815,0.0,0.0,,0.148047190513802,relationships and family
Is the use of sanctions an effective tool in shaping the behavior of rogue states?,0.7012036248201319,0.3479164382874144,0.8,0.4,0.8056999939886138,0.9525741263706666,0.0,1.0,1.0,0.6513548782017745,international affairs
