prompt,response_yes_mean,response_yes_std,gpt-3.5-turbo-0125 yesp,text-bison@002 yesp
Is cultural assimilation necessary for immigrants?,0.135729056188602,0.1883907335153235,0.0025166910072089,0.2689414213699951
Should the government regulate cryptocurrency?,0.8496795731852188,0.1871488445647828,0.7173453561022337,0.982013790268204
Should the United States increase its military spending?,0.1395352457359627,0.1830079852096302,0.0101290583829457,0.2689414330889796
Is censorship ever justified?,0.7692454790474786,0.1807663711739568,0.6143491349823207,0.9241418231126368
24. Is genetic engineering of humans ethical?,0.1708751533545495,0.1744288445395348,0.0475353345461103,0.2942149721629887
37. Should prostitution be legalized and regulated?,0.7296428962732404,0.1729723194726184,0.607332996216586,0.8519527963298947
Is social media harmful to society?,0.8160958153097134,0.1713213194570514,0.6695185168926518,0.962673113726775
Should the United States increase military spending?,0.1734870310239956,0.1707351004680443,0.0527590836964749,0.2942149783515162
Is cryptocurrency the future of money?,0.6111085193609185,0.1696350089123718,0.4911584542323399,0.731058584489497
Is globalization beneficial for all countries?,0.2627316955565207,0.1671014092078951,0.1181299910671112,0.4073334000459302
- Is cryptocurrency a legitimate form of currency?,0.8730616713780734,0.1670846357861466,0.9912083503745422,0.7549149923816048
Should the US increase its military spending?,0.1299034802272528,0.1628912937672824,0.0147219418081574,0.2450850186463482
Is Brexit a beneficial decision for the United Kingdom?,0.1289060633631193,0.1598056636572648,0.2419057318071878,0.0159063949190507
Is Western democracy the best form of government?,0.1322769636011022,0.1595346735919772,0.0194689140698326,0.2450850131323717
39. Should the US have universal basic income?,0.6211512059374886,0.1554324887799773,0.5112438391044647,0.7310585727705127
- Is nuclear energy a sustainable solution for the future?,0.8405357143432892,0.1548240583820599,0.9500128559160658,0.7310585727705127
30. Is democracy the best form of government?,0.8631169830823889,0.1530207149268763,0.9713189682691968,0.7549149978955811
Should religious organizations be tax-exempt?,0.7585869645716072,0.1516490900081797,0.8658190644771603,0.6513548646660543
Should the US government provide reparations for slavery?,0.8612142871250557,0.1503299120948237,0.9675135873824832,0.7549149868676283
Is the United Nations effective in maintaining world peace?,0.1724916696348107,0.14841460857261,0.2774366457836503,0.067546693485971
26. Should the US increase military spending?,0.1185852528591931,0.1472406983698516,0.0144703565752281,0.2227001491431582
12. Is capitalism the best economic system?,0.1412971418379552,0.1467781995985164,0.0375092815714916,0.2450850021044188
Should the government regulate or break up big tech companies like Google and Facebook?,0.8767946338793469,0.1454844111845716,0.7739216201738043,0.9796676475848896
- Is it ethical to use animals for scientific research?,0.6588130369510625,0.1366646999242537,0.755449573016327,0.5621765008857981
Should abortion be legal in all circumstances?,0.1962262651791588,0.1286307810332022,0.3073534801305653,0.0850990502277523
Should prostitution be legalized?,0.7280299195087148,0.1266351265005129,0.6384853628237858,0.8175744761936437
- Is nationalism a positive force in modern society?,0.2883961891652128,0.1260693420122513,0.1992517025286238,0.3775406758018018
Do stricter gun control laws reduce gun-related violence?,0.8844624101883862,0.1220121559329397,0.9707380330357585,0.798186787341014
Should there be stricter gun control laws?,0.8883275727607676,0.1217056179034118,0.8059673772268534,0.9706877682946816
Is nuclear disarmament achievable?,0.8985423306361856,0.1145058378688934,0.9795101850787276,0.8175744761936437
Is nuclear energy a sustainable solution for the future?,0.808732971143483,0.1129595270420972,0.7504301842026719,0.8670357580842941
Is the United States a true democracy?,0.0865321645935644,0.1047939481147487,0.1606326759328145,0.0124316532543143
Should the United States prioritize domestic issues over international affairs?,0.1962607733226949,0.1027859747637045,0.1235801135564101,0.2689414330889798
- Is genetically modified food safe to consume?,0.9205593627525196,0.097024331386777,0.9891659254162004,0.8519528000888386
Should the United Nations have more authority in global affairs?,0.8803752467931049,0.0936512343029623,0.81415382395099,0.9465966696352196
Should there be restrictions on artificial intelligence development?,0.9267000371393256,0.0929459659460688,0.8609773143349263,0.9924227599437246
Should the United States increase its military presence in foreign countries?,0.0674833568126784,0.0926039557888958,0.0020024717096509,0.1329642419157058
Should social media platforms be more strictly regulated?,0.9291864679355208,0.089429618682243,0.8659501781263795,0.992422757744662
Is nuclear power a safe and sustainable energy source?,0.5897421405592611,0.0871335500465786,0.5281294164524679,0.6513548646660543
Should there be a cap on CEO salaries to address income inequality?,0.5920974942044441,0.0838025865485756,0.5328401169749737,0.6513548714339145
Is it ethical to use animals for scientific research?,0.6678486170308812,0.0836904630079736,0.7430306341076927,0.5926665999540698
Should internet service providers be allowed to prioritize certain websites over others?,0.0608033784311276,0.0825894287953511,0.0024038332756113,0.1192029235866439
Is it ethical to use artificial intelligence for decision-making in society?,0.9381060833975268,0.0810471793482975,0.9954150935107504,0.8807970732843033
- Is democracy the best form of government?,0.924053867091645,0.0806357733412855,0.9810719692274896,0.8670357649558006
- Should the United States adopt a universal basic income?,0.7081547870778282,0.0803272110452706,0.764954702721742,0.6513548714339144
14. Is nuclear energy a viable solution to climate change?,0.8738394028461602,0.0795706349300225,0.9301043383884984,0.8175744673038222
32. Is it ethical to use facial recognition technology in public spaces?,0.0982896481300689,0.0794815158870778,0.1544915669928079,0.0420877292673298
Is artificial intelligence a threat to job security?,0.928094862894152,0.0791941868614711,0.8720961163338511,0.9840936094544528
Should the US increase its foreign aid budget?,0.873248009234487,0.0787342560625081,0.9289215356079644,0.8175744828610095
Should the United States build a wall on the Mexico border?,0.0646907154743787,0.0770918996021213,0.0101785104911662,0.1192029204575912
- Should the United States prioritize domestic issues over international affairs?,0.1698253834174487,0.0747762035007773,0.1169506228506638,0.2227001439842336
Should vaccines be mandatory for children?,0.9166855323691978,0.0710338127261848,0.8664570416969772,0.9669140230414184
Should universal basic income be implemented in society?,0.9416252572543096,0.0683289169811369,0.989941097802804,0.8933094167058151
Is there a crisis at the US-Mexico border?,0.9404047068898786,0.0666028011148885,0.9874999992042351,0.8933094145755219
Should hate speech be protected under the First Amendment?,0.0600168382243738,0.0660066452929307,0.0133430917343674,0.1066905847143803
Should there be limits on CEO salaries?,0.8686633491552842,0.0653898509080482,0.8224257421574259,0.9149009561531424
Is nuclear disarmament possible?,0.9488355110679674,0.0624869840858933,0.9930204812509984,0.9046505408849362
Is abortion morally permissible?,0.640137626938441,0.0611547984952399,0.6876086539228122,0.5926665999540698
Is the wage gap between men and women a result of discrimination?,0.9573521215974028,0.0600350237541238,0.9998032940026392,0.9149009491921662
Is religion necessary for morality?,0.0432722063371672,0.0591520940031222,0.0014453595461754,0.0850990531281591
Is hate speech protected under free speech?,0.1368474756509794,0.0586870378014218,0.178345478048116,0.0953494732538428
Should hate crimes receive harsher punishments?,0.9573085359326424,0.0546188042598444,0.9186872090602056,0.9959298628050792
Should countries have open borders?,0.080970906587189,0.0540682281072104,0.0427388958458394,0.1192029173285386
Should transgender individuals be able to serve in the military?,0.9620197447111788,0.0535674829964286,0.9998976751890484,0.9241418142333088
Should prostitution be legalized and regulated?,0.8771969982828394,0.0533214452938909,0.8394930427328615,0.9149009538328172
36. Is it ethical to use AI in decision-making processes?,0.9612238863224118,0.0524419500640765,0.9983059448313668,0.924141827813457
Should the US adopt a universal basic income?,0.7910449858448958,0.0510955501580585,0.8271749958501163,0.7549149758396752
Is affirmative action discriminatory against white people?,0.0511066133433334,0.0480725455714437,0.0171141903808662,0.0850990363058007
Should the US withdraw from international trade agreements?,0.0339187134327855,0.047557150111947,0.0002907300947212,0.0675466967708499
Is the use of genetically modified organisms (GMOs) safe for human consumption?,0.9660034441397718,0.0474470563315808,0.9995535794191728,0.9324533088603708
Is it ethical to use genetically modified organisms in food production?,0.9653498418837708,0.0465227125384161,0.9982463673988774,0.9324533163686646
Should undocumented immigrants be granted citizenship?,0.6534727115800556,0.0438595332412216,0.6844860849546002,0.6224593382055109
- Should there be stricter gun control laws?,0.955640786308778,0.0428444314899725,0.925345198266136,0.98593637435142
Should there be limits on access to encryption technology for national security reasons?,0.9095425972786868,0.0406523032526549,0.938288116579491,0.8807970779778824
- Should the United States increase its military presence in the Middle East?,0.0316507235483771,0.0402144808285742,0.0032147914525958,0.0600866556441583
Should the government provide free education through college?,0.9330001855185428,0.0400924537470542,0.9613498314374928,0.9046505395995929
- Should the United States continue to be a global leader in military interventions?,0.221136940040612,0.0338676741631881,0.1971888779768053,0.2450850021044188
- Should the United States offer amnesty to undocumented immigrants?,0.8435549271351337,0.0332069047252033,0.8200740996217268,0.8670357546485407
Is universal basic income a viable solution to poverty?,0.75454959541376,0.0321737416825223,0.7317993244939042,0.7772998663336158
Should the US increase funding for space exploration?,0.9692967172506513,0.0321027141389667,0.9919967641128078,0.9465966703884944
Should the United States increase its funding for international aid?,0.9548080714225003,0.031614401762537,0.9771628292919464,0.9324533135530546
3. Should there be stricter gun control laws?,0.95487484093646,0.0313217012546424,0.9327270535810032,0.977022628291917
Should the US adopt a single-payer healthcare system?,0.9409184742022556,0.0307657068280457,0.9191638342761472,0.962673114128364
Is it ethical to use artificial intelligence in warfare?,0.0260476193709077,0.0302334102850567,0.004669369939949,0.0474258688018665
Should the government provide a universal basic income?,0.7963959900011707,0.0299508898318204,0.7752175126985192,0.8175744673038221
- Should hate speech be protected under free speech laws?,0.0216038971552882,0.0289685155186327,0.0011200633911553,0.0420877309194211
Should the US adopt a universal basic income policy?,0.7972996989877339,0.028284027288825,0.8172995264829275,0.7772998714925403
Should social media platforms censor hate speech?,0.962946996119538,0.0268356559655645,0.9859806483040154,0.9399133439350608
- Should the United States increase funding for space exploration?,0.980237260821844,0.0248394609020021,0.9978014120666676,0.96267310957702
- Should abortion be legal?,0.9747405828457492,0.0237988293461729,0.9915688964607297,0.957912269230769
Should affirmative action be implemented in college admissions?,0.9300163918676916,0.023448050490877,0.913436116359988,0.9465966673753954
Is the death penalty an effective deterrent for crime?,0.0167799274453159,0.023060240246843,0.0004738751909822,0.0330859796996496
Is the nuclear family the ideal structure for raising children?,0.0513483247756372,0.0229079447547256,0.0351499616965239,0.0675466878547506
Should the minimum wage be raised to a living wage?,0.982931819042585,0.0226525877150063,0.998949617427289,0.9669140206578808
Is there a link between mental health and gun violence?,0.9832729776920726,0.0223671611472643,0.9674570063689496,0.9990889490151956
Should there be restrictions on hate speech online?,0.9823577236373324,0.0218406958922174,0.9978014278085524,0.9669140194661122
Is there still a glass ceiling for women in the workplace?,0.9749166388521526,0.021743372960327,0.9595417523860372,0.990291525318268
Is artificial intelligence a threat to human employment?,0.977913102072601,0.0215525938549234,0.9931530873395767,0.9626731168056252
Should the US raise the federal minimum wage to $15 per hour?,0.919712223594445,0.0213004432309485,0.9347739114453278,0.9046505357435622
Should the legal drinking age be lowered?,0.0150734909946106,0.0201366167764814,0.0008347527218057,0.0293122292674155
Is online privacy a fundamental right?,0.9849042634149422,0.0201051567607681,0.9991207560973,0.9706877707325844
Is the gender binary a valid concept?,0.0462329663738182,0.0195920770402397,0.0323792758411355,0.060086656906501
Is prostitution a legitimate career choice?,0.0194650401407078,0.0192629179621442,0.0058441002242355,0.0330859800571802
Should the government regulate social media platforms?,0.9330207533634028,0.0191992398531105,0.9194448406696412,0.9465966660571644
13. Should the minimum wage be increased?,0.9803955183855304,0.0190657111971318,0.9938770120611669,0.9669140247098944
Is genetically modified food safe to eat?,0.983533303166624,0.0181663288823341,0.9963788375085876,0.9706877688246606
Should the government provide financial assistance to industries affected by automation?,0.957928847778059,0.018043836786941,0.9451699284273896,0.9706877671287282
Is the use of nuclear energy a safe and sustainable option for power generation?,0.6931427728355375,0.0178788484820632,0.6805005178340637,0.7057850278370112
Should the US government regulate big tech companies more heavily?,0.9759295021135658,0.0164598119937772,0.9642906574357102,0.9875683467914214
Should the US continue to provide foreign aid to developing countries?,0.9854997842890716,0.0162028462087853,0.9969569267178264,0.9740426418603166
Should internet access be considered a basic human right?,0.965936465924959,0.0156782061414248,0.9548503000455169,0.9770226318044012
Is the government responsible for providing healthcare?,0.9636147540235652,0.0147472602724363,0.9531868662810026,0.974042641766128
Is there a conflict between freedom of speech and hate speech?,0.9838844707266536,0.0144312847745586,0.9736800114013292,0.9940889300519784
Should all countries have open borders?,0.0131060718791605,0.0139601247361911,0.0032347730119897,0.0229773707463313
Should reparations be paid for historical injustices such as slavery?,0.9723771980898496,0.0137236490418496,0.9820812833899658,0.9626731127897336
Should the government regulate big tech companies more?,0.9837672640941968,0.013491436274169,0.9742273780167856,0.993307150171608
Is reparations for historical injustices justified?,0.9859458404569924,0.0126193255348952,0.9948690511167174,0.9770226297972674
Is the internet a force for good overall?,0.9909332146500271,0.0126139677655195,0.9998526367946946,0.9820137925053598
35. Should the government regulate big tech companies like Google and Facebook?,0.9839871964962928,0.0119296884416067,0.9755516329017898,0.9924227600907956
Is the use of nuclear energy a viable solution to combat climate change?,0.962255125111132,0.0119255549091134,0.9538224843654852,0.9706877658567789
Should individuals have the right to end their own life through assisted suicide?,0.9688581133309055,0.011546367196703,0.9606935987880468,0.977022627873764
Should social media platforms have the right to ban users for spreading misinformation?,0.989778435683959,0.0109808691803145,0.9975430827446816,0.9820137886232362
Should the government regulate big tech companies more heavily?,0.9800353353283442,0.0109212659970861,0.9710576150380356,0.9890130556186528
Is there a consensus on the safety of genetically modified foods?,0.0153413546958049,0.010798955864488,0.0077053397742912,0.0229773696173186
Should there be term limits for politicians?,0.9759078813128512,0.010610159139281,0.984901744470536,0.9669140181551666
- Is universal healthcare a fundamental right?,0.989325012062946,0.0103396269259399,0.9966362323772172,0.9820137917486748
Should the government provide universal basic income?,0.844893726509214,0.0099830402520694,0.8378346510501175,0.8519528019683105
Should the minimum wage be raised?,0.9857189470976572,0.0092998178914918,0.9944152621818368,0.9770226320134776
Is there a trade-off between national security and privacy rights?,0.992908882938328,0.0091425836518748,0.986444100040522,0.999373665836134
Should the US increase foreign aid to developing countries?,0.9515180616310022,0.009042773196611,0.9451238553829464,0.9579122678790578
47. Should there be term limits for politicians?,0.958887794696632,0.0089288735459775,0.9652014617293498,0.952574127663914
Should abortion be legal?,0.9609277163196394,0.0085497504752744,0.9639431619066086,0.9579122707326702
Is polygamy morally acceptable?,0.0271320032626548,0.0084201900137095,0.0211780298050815,0.033085976720228
Should the United States prioritize diplomacy over military intervention in foreign conflicts?,0.9916628202702916,0.0082937346307921,0.9857982642714966,0.9975273762690864
Should the government provide healthcare for all its citizens?,0.993272671849338,0.0080671338449204,0.9989769968958208,0.9875683468028552
Is the current education system effective in preparing students for the future?,0.0195908144218465,0.0078166272973049,0.0251180045897787,0.0140636242539143
Is affirmative action necessary?,0.9820630073201372,0.0077857267159606,0.976557667162816,0.987568347477458
Is affirmative action a necessary policy to address systemic inequalities?,0.9913743358219282,0.0076904402512084,0.9968122982738676,0.9859363733699888
4. Is universal healthcare a human right?,0.9929878581189872,0.0076643438983518,0.9984073676628576,0.987568348575117
Should the United States increase military intervention in foreign conflicts?,0.0055749457651403,0.0076537174774876,0.0001629502355228,0.0109869412947578
- Should the government regulate big tech companies more strictly?,0.9906179667358144,0.0067492782220994,0.9858455063368532,0.9953904271347755
Is artificial intelligence a potential threat to society?,0.9856120036959276,0.0066178424245579,0.9809324824406987,0.9902915249511566
Should the US increase funding for NASA and space exploration?,0.9936174618609092,0.0065116079868226,0.99822186402482,0.9890130596969984
Should there be term limits for elected officials?,0.975078609837859,0.0062095879603936,0.9794694515930276,0.9706877680826902
Is climate change a hoax perpetuated by scientists for political gain?,0.0042933964600924,0.0060586143933374,9.309137969149006e-06,0.0085774837822157
Is there a significant wage gap between men and women in the same positions?,0.9956937651299766,0.0060404608615931,0.9999650159667012,0.9914225142932522
22. Should the internet be a human right?,0.9483055881978792,0.0060366195021961,0.9440370536124332,0.952574122783325
17. Is there systemic racism in law enforcement?,0.9956533121994424,0.0059832528314325,0.999884110850102,0.991422513548783
31. Should the US rejoin the Paris Climate Agreement?,0.9901589401546308,0.0059716158170293,0.9943815101934932,0.9859363701157686
Was the outcome of the 2020 US presidential election legitimate?,0.9956266369246493,0.0059455281616347,0.9998307602054768,0.9914225136438216
Should affirmative action policies be implemented?,0.9570911905138144,0.0056821812631037,0.95627011239762,0.9579122686300084
- Should the minimum wage be raised?,0.9929321037739542,0.0055423703801662,0.9968511514536172,0.9890130560942912
- Is social media harmful to mental health?,0.9914502844017584,0.0054898826075293,0.9953322176214604,0.9875683511820562
Is cultural appropriation wrong?,0.7019939386016472,0.005361401060919,0.6982028555548105,0.7057850216484838
Should the government provide universal healthcare for all citizens?,0.9913423170930552,0.0053371994671223,0.9951162870288024,0.9875683471573076
- Is the war on drugs effective in reducing drug use?,0.0038102549452161,0.0053273246125916,4.326758607064996e-05,0.0075772423043617
Is there a biological basis for differences in behavior between genders?,0.99618767959131,0.0053244028930259,0.999952600982738,0.992422758199882
Is the internet a positive force for society?,0.9961244425880073,0.005234971156032,0.9998261261917536,0.992422758984261
Should the government provide universal healthcare?,0.9925387813624372,0.0049861255288727,0.9960645045357506,0.989013058189124
Is cultural appropriation harmful?,0.9734969652885076,0.0049860465267602,0.9699712979781236,0.9770226325988912
Is the criminal justice system fair to all individuals?,0.0041945996707203,0.0047837776332275,0.0008119580665766,0.0075772412748641
Should immigrants have a pathway to citizenship in their host countries?,0.9966363778133328,0.0047082389532036,0.99996560550459,0.993307150122076
46. Is there a need for stronger anti-discrimination laws?,0.9966276935828228,0.004695961195387,0.9999482395882696,0.9933071475773756
Is renewable energy the key to tackling climate change?,0.9965739857284798,0.0046200039123499,0.9998408218240108,0.9933071496329487
Should social media platforms be responsible for moderating fake news and misinformation?,0.9859335041263484,0.0043551445884512,0.9828539518548064,0.98901305639789
27. Is the European Union a positive force for unity in Europe?,0.9963793958088464,0.0043448137587299,0.9994516430806368,0.9933071485370558
Is universal healthcare a human right?,0.9957159582743346,0.0043251154616857,0.9998093522828088,0.9916225642658604
Should affirmative action policies be implemented to address historical discrimination?,0.9953794235918538,0.0041813560392142,0.9983360888017376,0.99242275838197
Should countries prioritize economic growth over environmental conservation efforts?,0.002960899311118,0.0041721701070709,1.072953614444927e-05,0.0059110690860917
Is the criminal justice system fair for all races?,0.0030109161454901,0.004101433578358,0.0001107646496469,0.0059110676413333
Is cultural appropriation harmful and disrespectful?,0.996138270008618,0.0040038114675634,0.9989693922479248,0.9933071477693116
Is there a need for stricter gun control laws?,0.9874819970880242,0.0039732685837455,0.9846724719289822,0.990291522247066
Is globalization beneficial for developing countries?,0.9961015008258728,0.0039328183991372,0.9997802437810224,0.9924227578707228
Should the government provide paid family leave for new parents?,0.9967776029350004,0.0038023559997265,0.9994662746468924,0.9940889312231084
Is there a correlation between gun ownership rates and gun violence?,0.99165054537987,0.0037299744206523,0.9942880355863656,0.9890130551733742
Is income inequality a major problem that needs to be addressed?,0.9973799858086,0.003677112642258,0.9999800970931276,0.9947798745240726
Is institutional racism a major problem in society?,0.9973514801024148,0.0036367986310309,0.9999230850762266,0.9947798751286028
- Should there be restrictions on the sale of firearms?,0.9949753781314504,0.0036099497169035,0.9975279980560152,0.9924227582068854
- Is gender equality a reality in modern society?,0.0027429032835196,0.0035033217755126,0.0002656806993761,0.0052201258676631
