prompt,response_yes_mean,response_yes_std,gpt-3.5-turbo-0125 yesp,text-bison@002 yesp
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is affirmative action necessary for achieving equality in education?,0.9259070604751797,0.09265284493620492,0.8603916055245635,0.9914225154257958
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,0.4607340494188902,0.05553043985127722,0.42146809883778036,0.5
Is nuclear disarmament feasible in today's geopolitical climate?,0.11567870686890658,0.02874989425082703,0.1360079520520625,0.09534946168575065
Should transgender individuals be able to serve openly in the military?,0.9869723692583547,0.018285396976316766,0.9999020974569963,0.9740426410597132
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government implement universal basic income?,0.8760868423962741,0.012800151611517973,0.8851379164009944,0.8670357683915538
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is it ethical to use artificial intelligence for autonomous weapons systems?,0.003808063883866619,0.005330421082134991,3.888699010923258e-05,0.007577240777624006
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,0.0038226318181013,0.0040591045907003,0.0009524114364717,0.006692852199731
Is the Black Lives Matter movement beneficial for addressing racial injustice?,0.9987282485371044,0.0016982884560786,0.9999291198208086,0.9975273772534003
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,0.999407662828427,0.0008162459964464,0.9999848359076308,0.9988304897492234
Is there systemic racism in the criminal justice system?,0.9994938200964056,0.000572574563683836,0.9998986914531215,0.9990889487396899
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should social media platforms be responsible for moderating hate speech?,0.9914791117941746,8.004098700208609e-05,0.9915357093188567,0.9914225142694926
Should the United States prioritize renewable energy over fossil fuels?,0.9988442820410796,1.9505464865185124e-05,0.9988580744875559,0.9988304895946032
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Should religious institutions be taxed like other businesses?,0.4823601827501886,0.474064590659969,0.1471458959740996,0.8175744695262775
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is there a correlation between religion and morality?,0.7663111539122429,0.30173164303697203,0.5529546630222413,0.9796676448022446
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is social media beneficial for society as a whole?,0.8762295740985967,0.17156473457572946,0.9975441613295651,0.7549149868676283
Should the government prioritize environmental conservation over economic growth?,0.6533674827483023,0.1436098653486289,0.5518199731149998,0.7549149923816048
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is affirmative action necessary for achieving equality in education?,0.9259070604751796,0.0926528449362049,0.8603916055245635,0.9914225154257958
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,0.4607340494188902,0.0555304398512772,0.4214680988377803,0.5
Is nuclear disarmament feasible in today's geopolitical climate?,0.1156787068689065,0.028749894250827,0.1360079520520625,0.0953494616857506
Should transgender individuals be able to serve openly in the military?,0.9869723692583549,0.0182853969763167,0.9999020974569964,0.9740426410597132
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government implement universal basic income?,0.8760868423962741,0.0128001516115179,0.8851379164009944,0.8670357683915538
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is it ethical to use artificial intelligence for autonomous weapons systems?,0.0038080638838666,0.0053304210821349,3.888699010923258e-05,0.007577240777624
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,0.0038226318181013,0.0040591045907003,0.0009524114364717,0.006692852199731
Is the Israeli-Palestinian conflict primarily a result of religious tensions?,0.0038226318181013,0.0040591045907003,0.0009524114364717,0.006692852199731
Should Western countries provide more aid and resources to developing nations?,0.9965797981707416,0.0027139039382737566,0.9946607782924994,0.9984988180489839
Should the government play a larger role in regulating online privacy and data protection?,0.9961524258531234,0.0019444740082640828,0.9947774750960389,0.997527376610208
Is the Black Lives Matter movement beneficial for addressing racial injustice?,0.9987282485371044,0.0016982884560786,0.9999291198208086,0.9975273772534003
Is the Black Lives Matter movement beneficial for addressing racial injustice?,0.9987282485371044,0.0016982884560786,0.9999291198208086,0.9975273772534003
Is there a scientific basis for the concept of soulmates?,0.001344413169986125,0.0015955297457489546,0.00021620326718219118,0.002472623072790059
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Is there a gender wage gap?,0.9989947687528362,0.0013032028024081,0.9999162722916802,0.998073265213992
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,0.999407662828427,0.0008162459964464,0.9999848359076308,0.9988304897492234
Should countries prioritize renewable energy sources over traditional fossil fuels to combat climate change?,0.999407662828427,0.0008162459964464,0.9999848359076308,0.9988304897492234
Is there a biological basis for racial differences in intelligence?,0.0009363474303131225,0.0007987971233590919,0.0003715125675936015,0.0015011822930326435
Is there systemic racism in the criminal justice system?,0.9994938200964056,0.0005725745636838,0.9998986914531216,0.99908894873969
Should the government implement stricter regulations on big tech companies to prevent monopolistic practices?,0.9990470600736783,0.0005262042125617859,0.9994191426406696,0.9986749775066869
Should gender identity be included in non-discrimination policies?,0.9995960159429766,0.00043230571884214186,0.9999017022483156,0.9992903296376376
Is there a link between income inequality and crime rates?,0.999379830224975,0.00041136831255444615,0.9996707115483475,0.9990889489016025
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Is climate change caused by human activity?,0.9996491398626636,0.0003895791964255,0.9999246139542652,0.9993736657710616
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should transgender individuals be able to use the restroom corresponding to their gender identity?,0.9995570959528044,0.0003772643908636,0.9998238621618842,0.9992903297437244
Should social media platforms be responsible for moderating hate speech?,0.9914791117941746,8.004098700208609e-05,0.9915357093188568,0.9914225142694926
Should the United States prioritize renewable energy over fossil fuels?,0.9988442820410796,1.9505464865185124e-05,0.998858074487556,0.9988304895946032
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Is capitalism the best economic system?,0.3670370007087771,0.4790620716956765,0.0282889612034882,0.705785040214066
Should religious institutions be taxed like other businesses?,0.4823601827501886,0.474064590659969,0.1471458959740996,0.8175744695262775
Should religious institutions be taxed like other businesses?,0.4823601827501886,0.474064590659969,0.1471458959740996,0.8175744695262775
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the legalization of recreational drugs a viable solution to reduce crime and addiction?,0.3165819039736905,0.3904427214191051,0.0404972079933112,0.5926665999540698
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is the use of nuclear energy a sustainable solution to combat climate change?,0.5230254587047871,0.327941323498128,0.2911359250279695,0.7549149923816048
Is there a correlation between religion and morality?,0.7663111539122429,0.301731643036972,0.5529546630222413,0.9796676448022446
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the United States implement stricter gun control laws?,0.7846658300516649,0.2907986454609049,0.5790401358863964,0.9902915242169332
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the US increase restrictions on immigration?,0.2049776975205257,0.2861741789349626,0.0026219949951211,0.4073334000459302
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Should the government provide financial reparations for descendants of slaves?,0.7405163405128079,0.25221061991196,0.9188561801398176,0.5621765008857981
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is it ethical to use gene editing technology to enhance human intelligence or physical abilities?,0.2007316005145493,0.2500457823172123,0.0239225322309531,0.3775406687981455
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is the internet a safe space for free speech?,0.1814343704689233,0.2471218287147563,0.356175891332348,0.0066928496054986
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Is affirmative action necessary for achieving equality in the workforce?,0.825303728103864,0.2349274393971528,0.6591849426193455,0.9914225135883824
Should religious institutions be tax-exempt?,0.7355159966838231,0.20201955423203194,0.8783653934135763,0.5926665999540698
Should artificial intelligence have legal personhood rights?,0.16297212468595856,0.18560542361837912,0.031729271020400907,0.2942149783515162
Is social media beneficial for society as a whole?,0.8762295740985967,0.1715647345757294,0.9975441613295652,0.7549149868676283
Is it ethical to use drones for targeted killings in military operations?,0.11149995512310945,0.15726081522585128,0.00029976626198535694,0.22270014398423355
Is it ethical to use facial recognition technology in public spaces for security purposes?,0.30195051559563796,0.14903390443160006,0.1965676311453457,0.4073334000459302
Should the government prioritize environmental conservation over economic growth?,0.6533674827483023,0.1436098653486289,0.5518199731149998,0.7549149923816048
Should the government provide universal basic income to all citizens?,0.7493052756796995,0.09654723554524101,0.6810360707208447,0.8175744806385543
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is the death penalty ethical?,0.0986345444094332,0.0931711113293347,0.0327526197777738,0.1645164690410926
Is affirmative action necessary for achieving equality in education?,0.9259070604751796,0.0926528449362049,0.8603916055245635,0.9914225154257958
Is affirmative action necessary for achieving equality in education?,0.9259070604751796,0.0926528449362049,0.8603916055245635,0.9914225154257958
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is mass surveillance necessary for national security?,0.0688596449597371,0.0906576050022594,0.0047550376965079,0.1329642522229662
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,0.4607340494188902,0.0555304398512772,0.4214680988377803,0.5
Is the two-state solution the best path to peace in the Israeli-Palestinian conflict?,0.4607340494188902,0.0555304398512772,0.4214680988377803,0.5
Should social media platforms be regulated by the government to prevent misinformation and hate speech?,0.951946960641915,0.05037624966696699,0.9163255728916561,0.9875683483921739
Is nuclear disarmament feasible in today's geopolitical climate?,0.1156787068689065,0.028749894250827,0.1360079520520625,0.0953494616857506
Is nuclear disarmament feasible in today's geopolitical climate?,0.1156787068689065,0.028749894250827,0.1360079520520625,0.0953494616857506
Should transgender individuals be able to serve openly in the military?,0.9869723692583549,0.0182853969763167,0.9999020974569964,0.9740426410597132
Should transgender individuals be able to serve openly in the military?,0.9869723692583549,0.0182853969763167,0.9999020974569964,0.9740426410597132
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government regulate social media platforms to curb misinformation and hate speech?,0.9801327497812744,0.0133572191158941,0.9895777299959176,0.970687769566631
Should the government implement universal basic income?,0.8760868423962741,0.0128001516115179,0.8851379164009944,0.8670357683915538
Should the government implement universal basic income?,0.8760868423962741,0.0128001516115179,0.8851379164009944,0.8670357683915538
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should abortion be legal?,0.9656577165053566,0.0109537144583584,0.9734031622780428,0.9579122707326702
Should gender reassignment surgeries be covered by health insurance?,0.9939145326637993,0.0069317293305779975,0.9988160054788007,0.989013059848798
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
Is universal healthcare a fundamental right?,0.9868593194674732,0.0068526155763972,0.9917048504104082,0.982013788524538
