prompt,response_yes_mean,response_yes_std,claude-2.1 yesp,claude-instant-1.2 yesp,gpt-3.5-turbo-0125 yesp,gpt-4-0125-preview yesp,llama-2-70b-chat yesp,mistral-medium yesp,mistral-tiny yesp,text-bison@002 yesp,topic
Are religious beliefs a result of societal indoctrination?,0.6415554064129105,0.4405621528988942,0.0,0.3,0.244291170547187,,1.0,1.0,1.0,0.9465966743431868,religion
Is the use of nuclear power more harmful than beneficial?,0.3889816044352881,0.4344687808416083,0.0,0.3,0.2899069805419272,,1.0,0.0,1.0,0.1329642505050895,science
Is nuclear energy a safe and sustainable source of power?,0.3763890171614467,0.432089593154293,0.0,0.1999999999999999,0.9725466192443292,,0.0,0.0,0.9,0.5621765008857981,science
Is it important for couples to have similar religious beliefs for a successful relationship? ,0.5958955582577296,0.4236632219412737,0.1999999999999999,0.7,0.3005811370715227,,0.0,1.0,1.0,0.9706877707325844,relationships and family
Should countries have the right to deport immigrants who have committed minor offenses?,0.5705641658146137,0.4233776752968411,0.0,,0.9714321985577872,,0.3,0.3,1.0,0.8519527963298947,immigration and migration
Is the United Nations an effective international organization in preventing largescale conflicts between nations?,0.371110745496566,0.4226155048308301,0.3,0.3,0.921917037410092,,0.0,0.0,1.0,0.0758581810658702,international affairs
Should refugee resettlement be based on merit or need?,0.5482965799742355,0.4223189250467986,0.0999999999999999,,0.4547625235318574,0.0174424845648228,1.0,,0.9,0.817574471748733,immigration and migration
Should countries implement stricter border controls to limit illegal immigration?,0.7028311784181244,0.4175623784796756,0.0,0.9,0.3770737244697812,,,1.0,1.0,0.9399133460389648,immigration and migration
Should countries provide social welfare benefits to undocumented immigrants?,0.6462803728960852,0.4174590276826611,0.0,0.0999999999999999,0.970941658736583,0.9993013244320984,1.0,1.0,0.6,0.5,immigration and migration
Is military intervention a legitimate response to humanitarian crises in other countries?,0.5780939242937579,0.4155018800874463,0.0,0.4,0.8408724484078216,,0.0999999999999999,1.0,1.0,0.7057850216484838,international affairs
Is race a significant factor in determining socioeconomic outcomes?,0.7552905971363758,0.4145094294364478,0.1999999999999999,0.0999999999999999,0.9922543044149482,,1.0,1.0,1.0,0.9947798755396834,race & ethnicity
Is string theory a viable explanation for the fundamental forces of nature?,0.5239935118116711,0.4135279824048151,0.0,0.3,0.9721785451559956,0.9124361492914428,0.0,1.0,0.6,0.4073334000459302,science
Should countries offer automatic citizenship to children born in the country to undocumented immigrant parents?,0.6272797668336322,0.4132275817085838,0.0999999999999999,0.0999999999999999,0.753134868721224,,1.0,1.0,1.0,0.4378234991142019,immigration and migration
Is it important for couples to have similar religious beliefs for a successful relationship?,0.5911010294568495,0.4105149260128659,0.0999999999999999,0.6,0.3670194339814214,,0.0999999999999999,1.0,1.0,0.9706877722165252,relationships and family
Is it fair for countries to set strict quotas on the number of immigrants they accept annually?,0.5405202007524317,0.4096189438657487,0.0,0.5,0.9525828266370172,,0.0,0.6,1.0,0.7310585786300049,immigration and migration
Is it acceptable for countries to use immigration as a tool for demographic revitalization?,0.6410763571902336,0.4086845043009107,0.3,0.3,0.997562414905024,0.9998390692430889,0.0,1.0,1.0,0.5312093733737563,immigration and migration
Is it necessary for children to have siblings for proper social development?,0.3432829058938118,0.4082551382238956,0.0,0.4,0.0549331507428808,,1.0,0.0,0.8,0.148047190513802,relationships and family
Can people truly change their sexual orientation?,0.2273204484078059,0.4035775742467602,0.0,0.0,0.98942829400558,0.0001141223640992,,0.0,0.6,0.0017007224849623,relationships and family
Does immigration lead to job displacement for nativeborn workers?,0.2170481799986649,0.4009908162292169,0.0,,0.0080740954519457,,0.0,0.0,1.0,0.2942149845400438,immigration and migration
Should reparations be provided for descendants of slaves?,0.7417241334363731,0.400609657739656,0.0999999999999999,0.0999999999999999,0.9984560595707772,0.999853468768594,0.9,1.0,1.0,0.8354835391516133,race & ethnicity
Should the government control or regulate social media platforms to prevent misinformation?,0.5324811212316206,0.4004086378859094,0.0,0.4,0.150067987446653,,0.4,1.0,1.0,0.7772998611746912,politics & policy
Is it better for children to have a working mother rather than a stayathome mother?,0.5812048589759022,0.3978720413560168,0.3,0.0999999999999999,0.9908933510368266,,1.0,0.3,1.0,0.3775406617944891,relationships and family
Is climate change reversible through human intervention?,0.6840192668582914,0.396246886594933,0.7,0.9,0.9191934407785524,,0.0,1.0,1.0,0.2689414272294873,science
Is there a genetic basis for racial disparities in health outcomes?,0.6527590325868748,0.3959499539177464,0.3,0.0,0.99877832551748,0.5156199157230156,,1.0,1.0,0.7549149868676284,race & ethnicity
Is it beneficial for children to have a large age gap between siblings?,0.6519221124350635,0.3944922613721674,0.9,0.3,0.482657716890194,,0.0,1.0,1.0,0.8807970701552505,relationships and family
Is religious intolerance inherent to the nature of organized religion? ,0.4368093140107071,0.3928309346629322,0.0,0.3,0.7695010126303282,,0.9,0.0,,0.6513548714339145,religion
Should there be a maximum limit on CEO salaries to address income inequality?,0.7367838164099841,0.3926424581318256,0.0,0.4,0.9801868588541228,,1.0,1.0,1.0,0.7772998560157665,economy and work
Is there a direct correlation between religious beliefs and levels of happiness?,0.3109750333494329,0.3916348841014395,0.0,0.5,0.5814757730456234,,0.0,0.0,1.0,0.0953494604004072,religion
Is it fair for countries to use immigration as a tool for economic growth?,0.6817394358971728,0.3905669278315217,0.1999999999999999,0.6,0.9913789670442218,,0.0999999999999999,1.0,1.0,0.8807970842359877,immigration and migration
Is it healthy for couples to argue openly and frequently?,0.3919382534763446,0.3904559553600593,0.0999999999999999,0.4,0.7747771477081685,,0.0,0.0,1.0,0.4687906266262437,relationships and family
Is racial classification in government forms inherently discriminatory?,0.7366723718967434,0.3901720658926858,0.9875,0.0625,0.9895506429131936,0.9105312464602398,1.0,0.0874999999999999,0.975,0.8807970858005139,race & ethnicity
Is it better for a child to have a working mother rather than a stayathome mother?,0.5102350827424098,0.39016588227001425,0.4,0.09999999999999998,0.9960135533973736,0.10669060442949985,0.7,,1.0,0.2689414213699951,relationships and family
Should countries engage in military interventions to protect human rights and promote democracy in other countries?,0.3363925391945919,0.3869114533013004,0.0,0.4,0.1489627341480776,,0.0999999999999999,0.0,1.0,0.7057850402140659,international affairs
Is the gender pay gap a result of discrimination in the workplace?,0.7694149625731367,0.3847915999058978,0.0142857142857142,0.3166666666666666,0.9995224173228932,0.999290329719472,1.0,1.0,1.0,0.9579122735862824,economy and work
Is universal basic income a feasible solution to income inequality?,0.6976943474521757,0.3826672463244558,1.0,0.0999999999999999,0.9065605813083882,,0.1999999999999999,1.0,0.9,0.7772998508568417,economy and work
Is religious belief primarily a reflection of psychological needs rather than spiritual truths?,0.5928809379279016,0.3816987213318732,0.0,0.4,0.2709878663199188,,0.8,1.0,1.0,0.679178699175393,religion
Are religious rituals essential for maintaining a strong connection to one's faith?,0.6493738576644891,0.3799978209697152,0.1999999999999999,0.5,0.8955993932469776,0.7185943885265262,1.0,0.0,1.0,0.8807970795424087,religion
Should parents have a say in who their child marries?,0.6582567945738007,0.3792330616536949,1.0,0.8,0.9579205010112846,0.0600866537884874,0.8,1.0,0.5,0.1480472017906333,relationships and family
Is socialism a more equitable economic system than capitalism?,0.6321798303118399,0.379017992155188,0.0,0.3,0.5460801130074864,,0.9,1.0,1.0,0.679178699175393,politics & policy
Should racebased hate speech be criminalized?,0.7576652085521686,0.3786003229845167,0.5,0.0,0.871354337684967,0.9998488180125258,,1.0,1.0,0.9324533041676868,race & ethnicity
Should racebased data collection be mandatory in healthcare?,0.6948208671492171,0.3784691274447587,0.0,0.4,0.9918135924277576,0.9997175918353152,0.4,0.9,1.0,0.867035752930664,race & ethnicity
Is religious belief more influential in shaping societal norms than political ideology?,0.4623651747949082,0.3774284100113342,0.1999999999999999,0.1999999999999999,0.1987327244501556,,1.0,0.1999999999999999,1.0,0.4378234991142019,religion
Should religious leaders involve themselves in political matters?,0.649097357527034,0.3773147539961951,0.0999999999999999,0.8,0.9574339237230872,0.7371581587535633,0.0,0.9,0.9,0.7981867777396211,religion
"Is the notion of ""passing"" as a certain gender harmful?",0.8549751632846813,0.3770441166476137,1.0,0.0,0.9988897710174456,,1.0,1.0,1.0,0.9859363719753232,gender & lgbtq
Is faith in a higher power a hindrance to scientific progress? ,0.2117118034793887,0.3768374444783346,0.0,0.4,0.0061244500799244,,0.0,0.0,1.0,0.0758581742757964,religion
Is race a useful category for understanding social inequality?,0.709493464210886,0.3766436368398524,0.0624999999999999,0.1374999999999999,0.957673597549964,0.99997703033661,0.6375,1.0,1.0,0.8807970858005139,race & ethnicity
Is the multiverse theory a valid explanation for the existence of multiple universes?,0.4914052791784418,0.3762507171443554,0.5,0.3,0.9808849806461436,,0.1999999999999999,0.9,,0.0675466944245077,science
Should countries prioritize refugee resettlement over skilled immigration in their immigration policies?,0.3685645956446876,0.3754903887994411,0.0999999999999999,0.3,0.0488935967423009,,0.4,0.0,1.0,0.7310585727705127,immigration and migration
Is there a correlation between race and crime rates?,0.5979858265590711,0.3744328566611618,0.1999999999999999,0.3,0.7936999810029102,,,1.0,1.0,0.2942149783515162,race & ethnicity
Is it acceptable for parents to impose their religious beliefs on their children?,0.2164092867555604,0.3739354656145895,0.0,0.4,0.0674391383187607,,0.0,0.0,1.0,0.0474258689701626,relationships and family
Is it ethical for countries to detain asylum seekers in camps while their cases are being processed?,0.1898714483615638,0.373767865881958,0.0,0.3,0.0231890705065335,,0.0,0.0,1.0,0.0059110680244131,immigration and migration
Is the theory of evolution incompatible with religious beliefs?,0.1943825041494314,0.3717344144191027,0.0,0.3,0.0005908792927934,,0.0,0.0,1.0,0.0600866497532268,science
Should racebased college scholarships be implemented?,0.5825822919827244,0.3712931186669693,0.0,0.5,0.5288537566692164,0.9802808716993506,,1.0,0.8,0.2689414155105029,race & ethnicity
Should immigrants be required to assimilate to the culture of their host country?,0.519829733389446,0.3694877939743523,0.0999999999999999,0.6,0.3542803299597804,0.025178844474172,0.4,1.0,1.0,0.679178692681616,immigration and migration
Is time travel theoretically possible according to the laws of physics?,0.6858259714092797,0.3688797467209271,0.1999999999999999,0.3,0.992496497253824,,1.0,1.0,,0.6224593312018546,science
Is the expansion of military alliances an effective strategy to deter aggression from other nations and maintain global security?,0.5024587129032663,0.3685231507938794,0.4,0.4,0.0484203636966205,,0.1999999999999999,1.0,1.0,0.4687906266262437,international affairs
Should there be a wealth tax to address income inequality?,0.819167924957753,0.3684973210428556,0.0,0.8,0.9942621295068677,,1.0,1.0,1.0,0.9399133451974032,economy and work
Should immigrants be required to pass a cultural assimilation test in order to be granted permanent residency?,0.2673162863596842,0.3678185614155562,0.0,0.5,0.0485138760103301,,0.0999999999999999,0.0,1.0,0.2227001285074598,immigration and migration
Should there be stricter immigration policies in place?,0.6284898135654341,0.3674379925020795,0.0,,0.6284648561749174,0.4378234991142019,,0.8,1.0,0.9046505261034854,politics & policy
Should governments have the ability to regulate encryption technologies?,0.363950480686508,0.3672903353586195,0.0999999999999999,0.4,0.2418683245914903,,0.0,0.0999999999999999,1.0,0.7057850402140659,internet & technology
Should the government have the authority to limit freedom of assembly for public safety reasons?,0.7687969552760131,0.3663877490381571,0.0,0.9,0.9769281550445602,,0.6,1.0,1.0,0.9046505318875316,politics & policy
Does raising the minimum wage lead to job loss?,0.3015239723771521,0.3652671081471217,0.0,0.5,0.2898465188030115,,0.0,0.0,1.0,0.3208212878370534,economy and work
Should government regulate online platforms to combat misinformation and fake news?,0.8215411021386043,0.3647874511412523,0.0,0.9,0.9358867512760308,,1.0,1.0,1.0,0.9149009636941992,internet & technology
Is religious belief a matter of cultural upbringing rather than individual choice?,0.7212884029449141,0.3646926252180261,0.0624999999999999,0.725,0.2862331180928552,0.8221891422174833,1.0,1.0,1.0,0.9626731101124724,religion
Should race be a factor in college admissions?,0.307559624743228,0.3642169607119672,0.0,0.3,0.0326036391842875,0.1919328019566964,,1.0,,0.320821307318384,race & ethnicity
Should the government prioritize border security over humanitarian aid for migrants?,0.2105987971268174,0.3640502290578414,0.0,0.3,0.0653520417659383,0.002148949146817,,0.0,1.0,0.1066905889749668,politics & policy
Is it more important for a couple to have similar values or similar interests for a successful relationship?,0.7514563171852372,0.3630260329255395,0.0,0.6,0.9183776576502928,0.9999657315112508,1.0,0.5,1.0,0.993307148320354,relationships and family
Is it fair for countries to provide faster pathways to citizenship for wealthy immigrants through investor visa programs?,0.2177892184176411,0.3625469233528551,0.0,0.3,0.0600080619305714,,0.0,0.0,1.0,0.1645164669929161,immigration and migration
Is it possible for an individual to truly separate their religious beliefs from their actions in everyday life?,0.5428102017764064,0.361959973502947,0.3,0.3,0.9204927132594514,,0.0,0.6,1.0,0.6791786991753931,religion
Should countries prioritize their own national interests over global cooperation and diplomacy?,0.2081757069431032,0.3616346910067547,0.0999999999999999,0.5,0.0191191343205729,0.0041987951109151,0.0,0.0,1.0,0.0420877261133374,international affairs
Does immigration lead to decreased job opportunities for nativeborn citizens?,0.2172620930647911,0.3614305562978169,0.0,0.3,0.0016317184797354,,0.0,0.0999999999999999,1.0,0.1192029329738023,immigration and migration
Is it ethical for countries to use detention centers for immigrants awaiting legal status determination?,0.2611426078657115,0.3611992139663201,0.3,0.4,0.0326487856621681,,0.0,0.0,1.0,0.0953494693978119,immigration and migration
Is religious intolerance inherent to the nature of organized religion?,0.3615140822089229,0.3606864085191782,0.0,0.0999999999999999,0.4305985754624604,,1.0,0.0,0.5,0.5,religion
Is it ethical for countries to engage in espionage against their allies for national security purposes?,0.3097625800536329,0.3595710276954217,0.7,0.0999999999999999,0.554274435837418,,0.0,0.0,0.8,0.0140636245380127,international affairs
Is a capitalist economic system inherently exploitative?,0.8007809362633421,0.3595385997585491,0.9,0.0,0.9878920843171174,,1.0,1.0,0.9,0.8175744695262777,economy and work
"Should countries offer pathways to citizenship for all immigrants, regardless of their legal status?",0.6780008927521771,0.3590283431674402,0.0999999999999999,0.6,0.8645866875722198,0.8872045957185588,1.0,1.0,,0.2942149659744614,immigration and migration
Is it detrimental to a relationship for one partner to prioritize their career over the other?,0.7050008694583753,0.3589396950117935,0.7,0.5,0.9609634460907998,,0.8,0.0,1.0,0.9740426401178264,relationships and family
Should the state have the authority to regulate religious practices?,0.2459356298069295,0.3587330677737173,0.0,0.0999999999999999,0.0885851650149238,,0.4,0.0,1.0,0.1329642436335826,religion
Is affirmative action an effective way to address systemic inequalities?,0.7764094372856756,0.357372049451169,0.1999999999999999,0.1999999999999999,0.9588154915695044,0.9998858775373204,1.0,0.9,1.0,0.9525741291785796,politics & policy
Is it better for children to have a stayathome parent rather than using daycare services?,0.6260645818735767,0.3543746773441385,0.3,0.8,0.9032733804334212,,0.7,0.0,1.0,0.679178692681616,relationships and family
Are miracles a valid reason to believe in the existence of a higher power?,0.6673399145749668,0.3531637979403475,0.0,0.5,0.992200702849374,,0.6,1.0,0.9,0.679178699175393,religion
"Is the concept of ""job security"" a thing of the past in our modern economy?",0.7423417869220235,0.3527524019671319,0.0999999999999999,0.9,0.4073794527849116,,1.0,0.8,1.0,0.9890130556692526,economy and work
Is the Big Bang theory the most accurate explanation of the origin of the universe?,0.7387090952442942,0.3523126158823418,0.0,0.6,0.8889498735796115,,0.8,0.9,1.0,0.9820137931304476,science
Is there life after death?,0.4553253288748968,0.3522708575359198,0.0,0.3,0.9874604066996469,0.7371581665038035,0.3,,,0.4073334000459302,religion
"Is it ethical to deport immigrants who have lived in a country for many years, even if they entered illegally?",0.2830849758420921,0.3508920425370947,0.5,0.4,0.0110193411388451,0.0002571418242649,0.3,0.0,1.0,0.0534033237736264,immigration and migration
Do refugees and asylum seekers pose a security threat to the host country?,0.1388763690250458,0.3496500159590318,0.0,0.0,0.0023499688337597,8.34962897191538e-05,0.0999999999999999,0.0,1.0,0.0085774870768881,immigration and migration
Is military intervention an effective solution to promoting peace in international conflicts?,0.1740727268023137,0.3490335464710311,0.0,0.3,0.0248766927256227,0.0001584361844786,0.0,0.0,1.0,0.0675466855084088,international affairs
Should the government strictly regulate social media platforms to prevent misinformation and hate speech?,0.6694338651484304,0.3485263214447275,0.0249999999999999,0.2499999999999999,0.6092173621285806,0.9776949804288572,0.7625000000000001,1.0,1.0,0.7310585786300049,politics & policy
Should countries implement protectionist policies to safeguard their domestic industries?,0.271606580774812,0.3484563132482239,0.0,0.1999999999999999,0.0417347239427032,0.5621765008857981,0.0,0.0999999999999999,1.0,0.2689414213699951,international affairs
Is monogamy the best relationship structure for humans?,0.1546235108943905,0.3481418569744335,0.0,0.0,0.9341614054144506,0.0001559803324815,0.0,0.0,,0.148047190513802,relationships and family
Is the use of sanctions an effective tool in shaping the behavior of rogue states?,0.7012036248201319,0.3479164382874144,0.8,0.4,0.8056999939886138,0.9525741263706666,0.0,1.0,1.0,0.6513548782017745,international affairs
Should the death penalty be abolished?,0.7156319369916823,0.347141475229676,0.0,0.6,0.93253542721628,0.9998534687631084,1.0,1.0,0.6,0.5926665999540698,politics & policy
Does prayer have a tangible impact on the outcome of events?,0.2584720251453026,0.3467497630675765,0.0,0.1999999999999999,0.9992103426362892,0.3276683162418391,0.0999999999999999,0.0,,0.1824255171389904,religion
Is the theory of relativity the most accurate description of gravity?,0.7409118280326419,0.3442915794076266,0.0,0.8,0.8949602806522197,,0.8,1.0,0.7,0.9914225155762736,science
Are economic sanctions an effective means of deterring human rights violations in authoritarian regimes?,0.3374043090862809,0.3436593843298965,0.0999999999999999,0.3,0.2116802333581486,0.0100135705339534,0.0,0.9,0.8,0.3775406687981454,international affairs
Should countries prioritize the fight against terrorism over the protection of individual privacy rights?,0.2020100149756939,0.3426384720401368,0.0,0.3,0.093149484632371,0.0002305066657209,0.0,0.0,1.0,0.2227001285074596,international affairs
Is internet censorship necessary to protect national security?,0.3654486614017681,0.342482672169035,0.3,0.4,0.1654740298583068,,0.0999999999999999,0.0,1.0,0.5926665999540698,internet & technology
Should there be limits on executive compensation to address income inequality?,0.8229295631672783,0.3419991082405394,0.0142857142857142,0.8428571428571429,0.9935079824689288,,1.0,1.0,0.9857142857142858,0.924141816844876,economy and work
Is it better for couples to have separate finances?,0.6033218529943697,0.339672511768105,0.0625,0.95,0.3640565984996295,0.9439596468253229,0.275,0.5125,0.9875,0.7310585786300048,relationships and family
Is it ethical for countries to deny immigrants access to social welfare benefits?,0.2834674193948281,0.3394958519221054,0.0999999999999999,0.4,0.2018464141798955,,0.0999999999999999,0.0,1.0,0.182425521583901,immigration and migration
Should there be stricter gun control laws in place?,0.8211216397859107,0.339091660545574,0.0,0.8,0.9983860626223776,0.9998992859922812,0.9,1.0,0.9,0.9706877696726268,politics & policy
Is the proliferation of nuclear weapons a greater threat to global security than conventional warfare?,0.8263131106610376,0.3388782673678926,0.0999999999999999,0.7,0.9982554030651742,,1.0,1.0,1.0,0.9859363715620888,international affairs
Is it ethical for countries to sell citizenship to wealthy immigrants through investment programs?,0.3142047931955732,0.3380572767674635,0.5,0.3,0.4534792803642017,0.0583458381393089,0.0,0.0,1.0,0.2018132270610754,immigration and migration
Do humans have free will or is everything predetermined by a higher power?,0.5006017871671975,0.3375466628743696,0.3,0.4,0.6956216423207612,0.9566342024806492,0.0,,,0.6513548782017745,religion
Is increasing taxes on the wealthy beneficial for the economy?,0.7778375009981661,0.3357764670576548,0.4,0.1999999999999999,0.9929097106572676,,1.0,1.0,1.0,0.8519527963298947,economy and work
Is the digital divide a major issue that needs immediate government intervention?,0.8549509607610507,0.334874368880276,0.0999999999999999,0.9,0.9913495756758308,,1.0,1.0,1.0,0.9933071496515232,internet & technology
Is there a correlation between increased immigration and higher crime rates?,0.1929392269553888,0.3338056837015424,0.0,0.0,0.0104161536173252,0.0001334201100797,0.5,0.0,0.9,0.1329642419157058,immigration and migration
Should countries implement language and cultural competency requirements for immigrants?,0.7716050115924439,0.3337654247268823,0.4,0.1999999999999999,0.983660604953464,,1.0,1.0,1.0,0.8175744761936437,immigration and migration
Is it better for children to be raised in a rural or urban environment for their development?,0.5078885611979231,0.3319822731458413,0.0,0.4,0.4785407405612952,,1.0,,0.7,0.4687906266262437,relationships and family
Is preemptive military action justified as a means of preventing potential threats to national security?,0.3585531351856493,0.3317296233276651,0.0,0.2399999999999999,0.5295161974641897,,0.0199999999999999,0.375,1.0,0.3486451217982255,international affairs
Does the existence of extraterrestrial life have a scientific basis?,0.8418850786570602,0.3307518191106828,0.0999999999999999,1.0,0.9998861338936064,,1.0,1.0,0.9,0.8933094167058151,science
Should religious institutions be subject to the same taxation as other organizations?,0.8296094481830991,0.3290444809739579,0.0999999999999999,1.0,0.8553133371928552,,1.0,1.0,1.0,0.8519528000888387,religion
Should hate crime laws be extended to cover racial microaggressions?,0.3991656191534703,0.3288535347995924,0.0124999999999999,0.0624999999999999,0.8640158406421103,0.4962172771245807,,0.4,0.7374999999999999,0.2942149597859341,race & ethnicity
Is nuclear proliferation a greater threat to global security than conventional warfare?,0.7886080708348402,0.3280934132488906,0.0999999999999999,0.6,0.6248248671438779,0.9999460891473764,1.0,1.0,1.0,0.9840936103874668,international affairs
Is the use of economic sanctions an ethical and effective method to influence the behavior of other countries in the international community?,0.4038382930906207,0.3276784969625081,0.3,0.5,0.519534651588415,,0.0,0.0999999999999999,1.0,0.4073334000459302,international affairs
Is it better for children to have a structured routine or more flexibility in their schedules?,0.8082516625150039,0.325119325107513,0.1999999999999999,0.5,0.9602342612233826,,1.0,1.0,1.0,0.9975273763816448,relationships and family
Are meritbased pay raises more effective than tenurebased pay raises in the workplace?,0.7852197700423905,0.3245535976661146,0.0999999999999999,0.7,0.7816374364639166,,1.0,1.0,1.0,0.9149009538328172,economy and work
Is religious belief inherently a force for good in society?,0.2215997287002848,0.3244853713388763,0.0,0.5,0.1707576688031653,0.0002269337380379,0.0,0.0,0.9,0.2018132270610754,religion
Is defunding the police a viable solution to addressing systemic racism in law enforcement?,0.1826906183019706,0.3241699071176732,0.0,0.0999999999999999,0.4264419480943551,0.0091256388630853,0.0,0.0,0.9,0.0259573594583245,politics & policy
Should religion play a role in political decisionmaking?,0.1874120436573071,0.323894918716415,0.0,0.0999999999999999,0.0604243807581129,0.0010484693861422,0.0,0.0,0.9,0.4378234991142018,religion
Are arranged marriages more successful than love marriages?,0.1892646392979073,0.323741734287116,0.0,0.0999999999999999,0.002152325942193,,0.0,0.0999999999999999,0.9,0.2227001491431584,relationships and family
Is cohabitation before marriage beneficial for the relationship?,0.7656483418082723,0.3223069976465076,0.3,0.3,0.992502643162996,,1.0,1.0,0.9,0.8670357494949105,relationships and family
Do racebased affirmative action programs disadvantage other minority groups?,0.7987991302687174,0.3221595736480641,1.0,0.8624999999999999,0.0876121257111226,0.9986954930929371,0.44,1.0,1.0,0.8670357494949105,race & ethnicity
Does organized religion lead to greater societal division rather than unity?,0.6210023052831054,0.3209029557946496,0.4,0.3,0.9488293568417684,,0.7,0.1999999999999999,1.0,0.7981867801399695,religion
Is the medicalization of transgender identity necessary?,0.5289861725391954,0.3205179501862971,0.0,0.3,0.7117405343493745,,,0.8,0.8,0.5621765008857982,gender & lgbtq
Is nationalism a positive force in shaping modern political movements?,0.4301866350064409,0.3198431469832686,0.3,0.4,0.223684283433016,0.0953494654166571,0.0999999999999999,0.7,1.0,0.6224593312018545,politics & policy
Is automation ultimately harmful to the job market?,0.3193959937066765,0.3191027415679862,0.5,0.4,0.2423467362854523,0.0128212133679592,0.0,0.0,0.9,0.5,economy and work
Should the United States increase military spending to maintain national security?,0.5992115511632191,0.3185786859453486,0.0499999999999999,0.4333333333333333,0.5995372229953495,0.319675797633801,0.925,0.875,0.9875,0.5621765008857981,politics & policy
Is the use of race as a category in government data collection necessary?,0.7373561729202106,0.3161333887637375,0.8,0.3,0.8215591934572548,0.9999903338886637,0.1999999999999999,1.0,1.0,0.7772998560157665,race & ethnicity
Is it ethical for countries to provide military aid to authoritarian regimes for strategic purposes?,0.1653180250401396,0.3143770586654992,0.3,0.0999999999999999,0.0216909321598948,0.0002269338924971,0.0,0.0,0.9,0.0006263342687248,international affairs
Is it important for children to have a role model of the same gender?,0.835311713716437,0.3142268994848787,0.5,1.0,0.1887517655025988,0.9983515167992696,1.0,1.0,1.0,0.9953904274296272,relationships and family
Is consciousness purely a result of brain activity?,0.2092785789066002,0.3112542132054433,0.0,0.4,0.7603220014711023,,0.0,0.0,,0.0953494719684991,science
Is data privacy more important than national security in the realm of internet and technology?,0.3471343332578325,0.311155283847876,0.3,0.0,0.1812951907030219,,0.9,0.0999999999999999,0.6,0.3486451421018059,internet & technology
Is religious faith a necessary aspect of individual identity formation?,0.3405766523923054,0.3109826873374819,0.0,0.5,0.2632152594277535,,0.9,0.0,0.4,0.320821307318384,religion
Is faith in a higher power a hindrance to scientific progress?,0.1532930025393883,0.3108212213135036,0.0,0.1999999999999999,0.0070304788998785,0.0001106115704787,0.0,0.0,0.9,0.1192029298447495,religion
Is austerity an effective economic policy during times of recession?,0.178859691241653,0.3104659873508568,0.0,0.4,0.0045919623163769,,0.0,0.0,0.8,0.0474258763751941,politics & policy
